id_cliente,ciudad,id_producto,categoria,nombre_producto,cantidad,precio_unitario,importe,medio_pago,mes
59,villa maria,59,alimentos,chicle menta,2,3612,7224,transferencia,4
38,alta gracia,75,alimentos,licor de café 700ml,4,3204,12816,efectivo,9
14,carlos paz,5,alimentos,agua mineral 500ml,1,4777,4777,tarjeta_credito,6
99,villa maria,5,alimentos,agua mineral 500ml,1,4777,4777,tarjeta_debito,11
38,alta gracia,55,higiene personal,shampoo 400ml,5,1407,7035,tarjeta_credito,11
60,alta gracia,70,alimentos,fernet 750ml,5,4061,20305,transferencia,8
57,rio cuarto,51,alimentos,sal fina 500g,4,1745,6980,tarjeta_debito,4
37,mendiolaza,93,higiene personal,cepillo de dientes,2,2142,4284,efectivo,4
51,rio cuarto,28,alimentos,papas fritas clásicas 100g,2,936,1872,tarjeta_debito,6
20,rio cuarto,11,alimentos,café molido 250g,4,2053,8212,tarjeta_credito,1
80,mendiolaza,8,alimentos,energética nitro 500ml,2,4218,8436,tarjeta_credito,2
10,cordoba,1,alimentos,coca cola 1.5l,1,2347,2347,transferencia,5
34,villa maria,71,alimentos,vodka 700ml,2,508,1016,transferencia,7
3,rio cuarto,1,alimentos,coca cola 1.5l,5,2347,11735,transferencia,2
61,rio cuarto,56,limpieza,papel higiénico x4,2,2532,5064,tarjeta_debito,12
35,mendiolaza,99,limpieza,esponjas x3,2,2430,4860,efectivo,5
51,rio cuarto,47,alimentos,garbanzos 500g,1,2939,2939,efectivo,6
89,rio cuarto,16,alimentos,yogur natural 200g,4,4613,18452,efectivo,3
42,alta gracia,57,limpieza,servilletas x100,1,4520,4520,tarjeta_debito,6
57,rio cuarto,37,alimentos,mermelada de durazno 400g,5,3196,15980,transferencia,4
55,mendiolaza,60,alimentos,chupetín,1,4647,4647,transferencia,10
17,villa maria,5,alimentos,agua mineral 500ml,3,4777,14331,transferencia,2
24,villa maria,88,alimentos,caldo concentrado carne,1,2570,2570,transferencia,12
84,cordoba,23,alimentos,bizcochos salados,4,2380,9520,tarjeta_debito,1
5,cordoba,6,alimentos,jugo de naranja 1l,4,4170,16680,tarjeta_debito,4
66,villa maria,19,alimentos,manteca 200g,1,3251,3251,transferencia,12
53,mendiolaza,78,alimentos,verduras congeladas mix,2,4289,8578,transferencia,1
6,villa maria,52,limpieza,detergente líquido 750ml,3,2582,7746,transferencia,3
3,rio cuarto,92,higiene personal,crema dental 90g,5,2512,12560,tarjeta_credito,4
44,carlos paz,34,alimentos,turrón 50g,2,503,1006,efectivo,10
78,villa maria,90,higiene personal,toallas húmedas x50,3,2902,8706,tarjeta_debito,4
99,villa maria,5,alimentos,agua mineral 500ml,2,4777,9554,efectivo,4
33,rio cuarto,16,alimentos,yogur natural 200g,5,4613,23065,tarjeta_debito,4
3,rio cuarto,58,alimentos,caramelos masticables,2,4752,9504,efectivo,7
24,villa maria,51,alimentos,sal fina 500g,1,1745,1745,tarjeta_debito,8
54,alta gracia,67,alimentos,vino tinto malbec 750ml,4,4719,18876,tarjeta_debito,8
78,villa maria,83,alimentos,queso untable 190g,3,1830,5490,tarjeta_credito,5
6,villa maria,66,alimentos,cerveza negra 1l,1,1533,1533,transferencia,10
19,mendiolaza,37,alimentos,mermelada de durazno 400g,2,3196,6392,transferencia,9
96,cordoba,59,alimentos,chicle menta,5,3612,18060,transferencia,9
97,cordoba,30,alimentos,maní salado 200g,2,4875,9750,efectivo,3
86,cordoba,34,alimentos,turrón 50g,1,503,503,transferencia,4
24,villa maria,87,alimentos,sopa instantánea pollo,5,1679,8395,efectivo,2
8,carlos paz,25,alimentos,galletitas vainilla,5,4015,20075,transferencia,12
42,alta gracia,46,alimentos,lentejas secas 500g,5,3036,15180,tarjeta_debito,3
73,alta gracia,16,alimentos,yogur natural 200g,1,4613,4613,transferencia,9
100,cordoba,21,alimentos,pan lactal integral,2,272,544,tarjeta_credito,3
48,cordoba,55,higiene personal,shampoo 400ml,4,1407,5628,tarjeta_credito,12
59,villa maria,51,alimentos,sal fina 500g,2,1745,3490,transferencia,4
91,mendiolaza,75,alimentos,licor de café 700ml,5,3204,16020,transferencia,3
25,rio cuarto,36,alimentos,dulce de leche 400g,2,2559,5118,transferencia,8
24,villa maria,90,higiene personal,toallas húmedas x50,1,2902,2902,efectivo,1
57,rio cuarto,53,limpieza,lavandina 1l,2,1664,3328,tarjeta_debito,8
29,alta gracia,55,higiene personal,shampoo 400ml,4,1407,5628,tarjeta_credito,4
56,rio cuarto,33,alimentos,chocolate con leche 100g,1,1255,1255,tarjeta_debito,7
3,rio cuarto,20,alimentos,pan lactal blanco,5,1571,7855,efectivo,9
67,alta gracia,59,alimentos,chicle menta,3,3612,10836,tarjeta_credito,8
20,rio cuarto,10,alimentos,yerba mate intensa 1kg,2,4883,9766,transferencia,9
39,alta gracia,52,limpieza,detergente líquido 750ml,1,2582,2582,transferencia,3
16,rio cuarto,72,alimentos,ron 700ml,4,3876,15504,tarjeta_debito,11
98,cordoba,38,alimentos,mermelada de frutilla 400g,1,1584,1584,efectivo,5
73,alta gracia,73,alimentos,gin 700ml,1,1561,1561,transferencia,10
70,carlos paz,9,alimentos,yerba mate suave 1kg,3,3878,11634,tarjeta_credito,3
44,carlos paz,4,alimentos,fanta naranja 1.5l,1,2033,2033,transferencia,2
60,alta gracia,40,alimentos,helado chocolate 1l,5,1215,6075,transferencia,9
64,villa maria,85,alimentos,jugo en polvo naranja,4,1856,7424,transferencia,8
32,mendiolaza,100,limpieza,trapo de piso,4,4854,19416,efectivo,11
70,carlos paz,50,alimentos,azúcar 1kg,5,727,3635,transferencia,3
30,alta gracia,29,alimentos,papas fritas onduladas 100g,3,1868,5604,efectivo,12
58,rio cuarto,91,higiene personal,desodorante aerosol,2,4690,9380,tarjeta_credito,3
39,alta gracia,33,alimentos,chocolate con leche 100g,2,1255,2510,tarjeta_debito,5
92,alta gracia,74,alimentos,whisky 750ml,5,2953,14765,efectivo,3
6,villa maria,8,alimentos,energética nitro 500ml,3,4218,12654,transferencia,9
15,cordoba,94,higiene personal,hilo dental,3,1418,4254,tarjeta_debito,3
55,mendiolaza,11,alimentos,café molido 250g,2,2053,4106,tarjeta_debito,4
70,carlos paz,71,alimentos,vodka 700ml,4,508,2032,transferencia,1
27,rio cuarto,50,alimentos,azúcar 1kg,4,727,2908,transferencia,8
78,villa maria,15,alimentos,leche descremada 1l,1,2538,2538,transferencia,3
14,carlos paz,94,higiene personal,hilo dental,5,1418,7090,transferencia,1
47,alta gracia,28,alimentos,papas fritas clásicas 100g,1,936,936,tarjeta_credito,4
18,carlos paz,64,alimentos,avena instantánea 250g,2,3953,7906,transferencia,5
64,villa maria,26,alimentos,alfajor triple,4,1001,4004,efectivo,10
28,cordoba,89,alimentos,caldo concentrado verdura,5,1003,5015,tarjeta_debito,4
56,rio cuarto,5,alimentos,agua mineral 500ml,4,4777,19108,transferencia,3
81,carlos paz,65,alimentos,cerveza rubia 1l,2,2423,4846,tarjeta_debito,10
83,rio cuarto,45,alimentos,fideos spaghetti 500g,5,745,3725,tarjeta_credito,1
41,alta gracia,97,limpieza,limpiavidrios 500ml,2,872,1744,efectivo,5
93,alta gracia,74,alimentos,whisky 750ml,5,2953,14765,tarjeta_debito,9
87,alta gracia,42,alimentos,vinagre de alcohol 500ml,1,1195,1195,tarjeta_debito,8
52,rio cuarto,100,limpieza,trapo de piso,1,4854,4854,tarjeta_debito,3
76,mendiolaza,86,alimentos,jugo en polvo limón,2,4090,8180,tarjeta_credito,5
57,rio cuarto,16,alimentos,yogur natural 200g,3,4613,13839,efectivo,6
89,rio cuarto,59,alimentos,chicle menta,2,3612,7224,tarjeta_credito,7
14,carlos paz,75,alimentos,licor de café 700ml,5,3204,16020,efectivo,5
74,carlos paz,25,alimentos,galletitas vainilla,5,4015,20075,transferencia,9
85,mendiolaza,92,higiene personal,crema dental 90g,1,2512,2512,efectivo,1
51,rio cuarto,25,alimentos,galletitas vainilla,1,4015,4015,transferencia,1
30,alta gracia,4,alimentos,fanta naranja 1.5l,5,2033,10165,tarjeta_credito,12
92,alta gracia,77,alimentos,empanadas congeladas,3,4778,14334,transferencia,4
52,rio cuarto,42,alimentos,vinagre de alcohol 500ml,4,1195,4780,tarjeta_credito,1
44,carlos paz,57,limpieza,servilletas x100,1,4520,4520,efectivo,6
74,carlos paz,66,alimentos,cerveza negra 1l,1,1533,1533,transferencia,10
87,alta gracia,51,alimentos,sal fina 500g,3,1745,5235,tarjeta_credito,3
26,alta gracia,97,limpieza,limpiavidrios 500ml,2,872,1744,efectivo,9
89,rio cuarto,11,alimentos,café molido 250g,2,2053,4106,tarjeta_debito,4
75,rio cuarto,5,alimentos,agua mineral 500ml,2,4777,9554,transferencia,9
53,mendiolaza,34,alimentos,turrón 50g,3,503,1509,efectivo,8
74,carlos paz,84,alimentos,queso azul 150g,2,1645,3290,tarjeta_credito,10
21,alta gracia,93,higiene personal,cepillo de dientes,2,2142,4284,efectivo,7
32,mendiolaza,25,alimentos,galletitas vainilla,2,4015,8030,efectivo,4
27,rio cuarto,90,higiene personal,toallas húmedas x50,2,2902,5804,transferencia,12
20,rio cuarto,11,alimentos,café molido 250g,2,2053,4106,tarjeta_debito,6
47,alta gracia,87,alimentos,sopa instantánea pollo,5,1679,8395,efectivo,7
64,villa maria,51,alimentos,sal fina 500g,1,1745,1745,efectivo,9
80,mendiolaza,40,alimentos,helado chocolate 1l,4,1215,4860,tarjeta_credito,7
2,carlos paz,39,alimentos,helado vainilla 1l,1,469,469,transferencia,10
54,alta gracia,13,alimentos,té verde 20 saquitos,5,2383,11915,tarjeta_debito,2
88,villa maria,40,alimentos,helado chocolate 1l,4,1215,4860,tarjeta_credito,2
35,mendiolaza,10,alimentos,yerba mate intensa 1kg,5,4883,24415,tarjeta_debito,12
96,cordoba,70,alimentos,fernet 750ml,5,4061,20305,tarjeta_credito,9
22,alta gracia,95,higiene personal,mascarilla capilar,4,1581,6324,tarjeta_debito,8
82,alta gracia,34,alimentos,turrón 50g,4,503,2012,efectivo,9
1,carlos paz,34,alimentos,turrón 50g,3,503,1509,tarjeta_debito,1
7,rio cuarto,52,limpieza,detergente líquido 750ml,1,2582,2582,efectivo,12
41,alta gracia,24,alimentos,galletitas chocolate,3,1305,3915,transferencia,3
39,alta gracia,36,alimentos,dulce de leche 400g,4,2559,10236,efectivo,9
33,rio cuarto,93,higiene personal,cepillo de dientes,2,2142,4284,efectivo,7
54,alta gracia,29,alimentos,papas fritas onduladas 100g,1,1868,1868,tarjeta_debito,7
42,alta gracia,34,alimentos,turrón 50g,1,503,503,tarjeta_debito,2
83,rio cuarto,69,alimentos,sidra 750ml,3,744,2232,tarjeta_debito,9
93,alta gracia,76,alimentos,pizza congelada muzzarella,5,4286,21430,tarjeta_credito,9
63,cordoba,35,alimentos,barrita de cereal 30g,5,4430,22150,efectivo,10
40,rio cuarto,68,alimentos,vino blanco 750ml,3,2684,8052,transferencia,4
26,alta gracia,40,alimentos,helado chocolate 1l,2,1215,2430,efectivo,2
66,villa maria,53,limpieza,lavandina 1l,1,1664,1664,tarjeta_debito,5
76,mendiolaza,66,alimentos,cerveza negra 1l,2,1533,3066,transferencia,4
8,carlos paz,2,alimentos,pepsi 1.5l,2,4973,9946,tarjeta_debito,1
17,villa maria,79,alimentos,hamburguesas congeladas x4,2,2420,4840,tarjeta_debito,4
28,cordoba,52,limpieza,detergente líquido 750ml,3,2582,7746,tarjeta_debito,12
67,alta gracia,12,alimentos,té negro 20 saquitos,2,570,1140,efectivo,11
36,mendiolaza,66,alimentos,cerveza negra 1l,4,1533,6132,tarjeta_debito,4
71,villa maria,29,alimentos,papas fritas onduladas 100g,5,1868,9340,transferencia,5
54,alta gracia,51,alimentos,sal fina 500g,1,1745,1745,tarjeta_credito,9
21,alta gracia,82,alimentos,aceitunas negras 200g,4,2394,9576,tarjeta_credito,3
1,carlos paz,21,alimentos,pan lactal integral,4,272,1088,tarjeta_credito,4
9,carlos paz,42,alimentos,vinagre de alcohol 500ml,1,1195,1195,efectivo,6
12,alta gracia,32,alimentos,chocolate amargo 100g,5,2234,11170,efectivo,10
50,carlos paz,33,alimentos,chocolate con leche 100g,3,1255,3765,tarjeta_debito,6
7,rio cuarto,11,alimentos,café molido 250g,1,2053,2053,tarjeta_credito,11
73,alta gracia,72,alimentos,ron 700ml,3,3876,11628,tarjeta_debito,10
24,villa maria,40,alimentos,helado chocolate 1l,3,1215,3645,tarjeta_debito,6
15,cordoba,10,alimentos,yerba mate intensa 1kg,4,4883,19532,tarjeta_debito,2
77,villa maria,12,alimentos,té negro 20 saquitos,2,570,1140,tarjeta_credito,5
55,mendiolaza,7,alimentos,jugo de manzana 1l,1,3269,3269,transferencia,12
47,alta gracia,82,alimentos,aceitunas negras 200g,5,2394,11970,transferencia,9
89,rio cuarto,45,alimentos,fideos spaghetti 500g,3,745,2235,tarjeta_credito,8
80,mendiolaza,32,alimentos,chocolate amargo 100g,5,2234,11170,transferencia,2
50,carlos paz,55,higiene personal,shampoo 400ml,1,1407,1407,efectivo,8
73,alta gracia,35,alimentos,barrita de cereal 30g,3,4430,13290,tarjeta_credito,12
74,carlos paz,84,alimentos,queso azul 150g,5,1645,8225,efectivo,2
77,villa maria,36,alimentos,dulce de leche 400g,1,2559,2559,tarjeta_debito,9
52,rio cuarto,43,alimentos,salsa de tomate 500g,3,887,2661,transferencia,7
32,mendiolaza,53,limpieza,lavandina 1l,5,1664,8320,efectivo,3
32,mendiolaza,51,alimentos,sal fina 500g,5,1745,8725,tarjeta_debito,8
88,villa maria,72,alimentos,ron 700ml,4,3876,15504,tarjeta_credito,3
67,alta gracia,53,limpieza,lavandina 1l,2,1664,3328,tarjeta_debito,9
29,alta gracia,67,alimentos,vino tinto malbec 750ml,4,4719,18876,tarjeta_debito,1
63,cordoba,34,alimentos,turrón 50g,3,503,1509,transferencia,8
59,villa maria,43,alimentos,salsa de tomate 500g,3,887,2661,transferencia,11
46,alta gracia,94,higiene personal,hilo dental,5,1418,7090,tarjeta_debito,3
99,villa maria,76,alimentos,pizza congelada muzzarella,2,4286,8572,efectivo,8
1,carlos paz,86,alimentos,jugo en polvo limón,4,4090,16360,tarjeta_credito,7
35,mendiolaza,16,alimentos,yogur natural 200g,3,4613,13839,efectivo,5
35,mendiolaza,72,alimentos,ron 700ml,5,3876,19380,efectivo,10
10,cordoba,1,alimentos,coca cola 1.5l,5,2347,11735,tarjeta_debito,8
20,rio cuarto,1,alimentos,coca cola 1.5l,3,2347,7041,tarjeta_debito,10
85,mendiolaza,14,alimentos,leche entera 1l,1,1723,1723,tarjeta_credito,12
66,villa maria,36,alimentos,dulce de leche 400g,3,2559,7677,efectivo,9
17,villa maria,34,alimentos,turrón 50g,2,503,1006,tarjeta_credito,12
7,rio cuarto,58,alimentos,caramelos masticables,1,4752,4752,transferencia,10
34,villa maria,54,higiene personal,jabón de tocador,4,1592,6368,tarjeta_credito,1
61,rio cuarto,92,higiene personal,crema dental 90g,1,2512,2512,efectivo,5
14,carlos paz,88,alimentos,caldo concentrado carne,5,2570,12850,transferencia,1
88,villa maria,70,alimentos,fernet 750ml,3,4061,12183,tarjeta_credito,3
48,cordoba,77,alimentos,empanadas congeladas,5,4778,23890,tarjeta_credito,10
97,cordoba,22,alimentos,medialunas de manteca,4,2069,8276,tarjeta_credito,2
86,cordoba,88,alimentos,caldo concentrado carne,4,2570,10280,efectivo,5
69,rio cuarto,77,alimentos,empanadas congeladas,4,4778,19112,transferencia,4
14,carlos paz,44,alimentos,arroz largo fino 1kg,3,2979,8937,transferencia,8
47,alta gracia,79,alimentos,hamburguesas congeladas x4,2,2420,4840,tarjeta_debito,4
50,carlos paz,47,alimentos,garbanzos 500g,2,2939,5878,tarjeta_debito,2
27,rio cuarto,66,alimentos,cerveza negra 1l,2,1533,3066,efectivo,5
100,cordoba,10,alimentos,yerba mate intensa 1kg,1,4883,4883,efectivo,3
99,villa maria,67,alimentos,vino tinto malbec 750ml,4,4719,18876,transferencia,10
69,rio cuarto,28,alimentos,papas fritas clásicas 100g,1,936,936,tarjeta_credito,5
64,villa maria,32,alimentos,chocolate amargo 100g,2,2234,4468,tarjeta_debito,8
21,alta gracia,28,alimentos,papas fritas clásicas 100g,5,936,4680,efectivo,12
91,mendiolaza,52,limpieza,detergente líquido 750ml,2,2582,5164,transferencia,11
81,carlos paz,46,alimentos,lentejas secas 500g,5,3036,15180,tarjeta_debito,10
94,mendiolaza,47,alimentos,garbanzos 500g,2,2939,5878,efectivo,8
90,rio cuarto,52,limpieza,detergente líquido 750ml,1,2582,2582,efectivo,12
3,rio cuarto,62,alimentos,stevia 100 sobres,1,3848,3848,efectivo,10
33,rio cuarto,3,alimentos,sprite 1.5l,1,4964,4964,tarjeta_credito,3
36,mendiolaza,32,alimentos,chocolate amargo 100g,4,2234,8936,efectivo,2
63,cordoba,38,alimentos,mermelada de frutilla 400g,2,1584,3168,efectivo,12
54,alta gracia,69,alimentos,sidra 750ml,1,744,744,transferencia,11
59,villa maria,85,alimentos,jugo en polvo naranja,3,1856,5568,efectivo,11
23,rio cuarto,5,alimentos,agua mineral 500ml,2,4777,9554,tarjeta_credito,5
13,carlos paz,97,limpieza,limpiavidrios 500ml,3,872,2616,transferencia,2
94,mendiolaza,55,higiene personal,shampoo 400ml,5,1407,7035,transferencia,6
18,carlos paz,25,alimentos,galletitas vainilla,1,4015,4015,tarjeta_debito,10
67,alta gracia,6,alimentos,jugo de naranja 1l,2,4170,8340,tarjeta_debito,11
2,carlos paz,76,alimentos,pizza congelada muzzarella,4,4286,17144,efectivo,9
57,rio cuarto,3,alimentos,sprite 1.5l,2,4964,9928,tarjeta_debito,12
23,rio cuarto,90,higiene personal,toallas húmedas x50,3,2902,8706,efectivo,1
66,villa maria,58,alimentos,caramelos masticables,2,4752,9504,efectivo,9
44,carlos paz,38,alimentos,mermelada de frutilla 400g,3,1584,4752,transferencia,2
11,villa maria,7,alimentos,jugo de manzana 1l,4,3269,13076,tarjeta_debito,2
65,alta gracia,15,alimentos,leche descremada 1l,2,2538,5076,tarjeta_credito,11
8,carlos paz,35,alimentos,barrita de cereal 30g,3,4430,13290,tarjeta_debito,6
20,rio cuarto,90,higiene personal,toallas húmedas x50,2,2902,5804,tarjeta_debito,12
42,alta gracia,13,alimentos,té verde 20 saquitos,3,2383,7149,tarjeta_debito,9
30,alta gracia,75,alimentos,licor de café 700ml,4,3204,12816,tarjeta_debito,10
53,mendiolaza,64,alimentos,avena instantánea 250g,1,3953,3953,tarjeta_debito,6
79,carlos paz,86,alimentos,jugo en polvo limón,5,4090,20450,tarjeta_credito,6
10,cordoba,10,alimentos,yerba mate intensa 1kg,1,4883,4883,tarjeta_credito,1
48,cordoba,90,higiene personal,toallas húmedas x50,3,2902,8706,tarjeta_debito,5
44,carlos paz,76,alimentos,pizza congelada muzzarella,5,4286,21430,tarjeta_credito,7
95,rio cuarto,86,alimentos,jugo en polvo limón,5,4090,20450,tarjeta_credito,1
45,rio cuarto,36,alimentos,dulce de leche 400g,3,2559,7677,tarjeta_debito,5
49,rio cuarto,57,limpieza,servilletas x100,5,4520,22600,tarjeta_debito,2
80,mendiolaza,16,alimentos,yogur natural 200g,1,4613,4613,efectivo,9
27,rio cuarto,15,alimentos,leche descremada 1l,5,2538,12690,tarjeta_credito,7
19,mendiolaza,45,alimentos,fideos spaghetti 500g,4,745,2980,tarjeta_credito,4
12,alta gracia,23,alimentos,bizcochos salados,4,2380,9520,transferencia,12
57,rio cuarto,65,alimentos,cerveza rubia 1l,5,2423,12115,efectivo,11
49,rio cuarto,100,limpieza,trapo de piso,1,4854,4854,efectivo,1
57,rio cuarto,16,alimentos,yogur natural 200g,4,4613,18452,transferencia,6
38,alta gracia,86,alimentos,jugo en polvo limón,5,4090,20450,tarjeta_credito,4
17,villa maria,51,alimentos,sal fina 500g,3,1745,5235,transferencia,11
78,villa maria,62,alimentos,stevia 100 sobres,4,3848,15392,tarjeta_debito,6
78,villa maria,49,alimentos,harina de trigo 1kg,1,2512,2512,transferencia,3
29,alta gracia,7,alimentos,jugo de manzana 1l,1,3269,3269,tarjeta_debito,12
98,cordoba,36,alimentos,dulce de leche 400g,2,2559,5118,transferencia,7
21,alta gracia,46,alimentos,lentejas secas 500g,2,3036,6072,efectivo,8
92,alta gracia,36,alimentos,dulce de leche 400g,3,2559,7677,tarjeta_debito,10
83,rio cuarto,4,alimentos,fanta naranja 1.5l,3,2033,6099,tarjeta_credito,9
55,mendiolaza,13,alimentos,té verde 20 saquitos,4,2383,9532,tarjeta_debito,6
4,carlos paz,20,alimentos,pan lactal blanco,4,1571,6284,tarjeta_debito,9
44,carlos paz,6,alimentos,jugo de naranja 1l,4,4170,16680,efectivo,10
75,rio cuarto,11,alimentos,café molido 250g,2,2053,4106,efectivo,9
8,carlos paz,1,alimentos,coca cola 1.5l,1,2347,2347,transferencia,11
16,rio cuarto,25,alimentos,galletitas vainilla,4,4015,16060,transferencia,9
58,rio cuarto,64,alimentos,avena instantánea 250g,4,3953,15812,tarjeta_credito,3
46,alta gracia,55,higiene personal,shampoo 400ml,1,1407,1407,transferencia,2
95,rio cuarto,48,alimentos,porotos negros 500g,3,4462,13386,tarjeta_credito,9
44,carlos paz,68,alimentos,vino blanco 750ml,3,2684,8052,transferencia,12
24,villa maria,55,higiene personal,shampoo 400ml,3,1407,4221,tarjeta_debito,8
62,carlos paz,46,alimentos,lentejas secas 500g,3,3036,9108,tarjeta_credito,9
59,villa maria,1,alimentos,coca cola 1.5l,3,2347,7041,transferencia,9
83,rio cuarto,23,alimentos,bizcochos salados,2,2380,4760,transferencia,4
14,carlos paz,30,alimentos,maní salado 200g,3,4875,14625,tarjeta_debito,4
91,mendiolaza,80,alimentos,helado de frutilla 1l,4,1981,7924,tarjeta_debito,10
41,alta gracia,81,alimentos,aceitunas verdes 200g,3,2520,7560,transferencia,1
73,alta gracia,27,alimentos,alfajor simple,4,2502,10008,efectivo,4
52,rio cuarto,36,alimentos,dulce de leche 400g,4,2559,10236,tarjeta_credito,7
64,villa maria,35,alimentos,barrita de cereal 30g,4,4430,17720,efectivo,8
23,rio cuarto,28,alimentos,papas fritas clásicas 100g,1,936,936,tarjeta_credito,9
30,alta gracia,41,alimentos,aceite de girasol 1l,3,860,2580,efectivo,2
24,villa maria,64,alimentos,avena instantánea 250g,4,3953,15812,efectivo,9
87,alta gracia,7,alimentos,jugo de manzana 1l,2,3269,6538,efectivo,8
35,mendiolaza,37,alimentos,mermelada de durazno 400g,5,3196,15980,tarjeta_credito,6
10,cordoba,59,alimentos,chicle menta,5,3612,18060,tarjeta_credito,10
18,carlos paz,82,alimentos,aceitunas negras 200g,5,2394,11970,tarjeta_debito,7
45,rio cuarto,46,alimentos,lentejas secas 500g,5,3036,15180,efectivo,7
55,mendiolaza,23,alimentos,bizcochos salados,1,2380,2380,tarjeta_credito,4
9,carlos paz,46,alimentos,lentejas secas 500g,4,3036,12144,transferencia,9
87,alta gracia,61,alimentos,miel pura 250g,4,4982,19928,tarjeta_credito,9
83,rio cuarto,9,alimentos,yerba mate suave 1kg,3,3878,11634,efectivo,11
94,mendiolaza,11,alimentos,café molido 250g,5,2053,10265,transferencia,10
18,carlos paz,55,higiene personal,shampoo 400ml,5,1407,7035,tarjeta_credito,11
18,carlos paz,41,alimentos,aceite de girasol 1l,2,860,1720,efectivo,12
74,carlos paz,61,alimentos,miel pura 250g,5,4982,24910,efectivo,4
77,villa maria,60,alimentos,chupetín,3,4647,13941,transferencia,1
27,rio cuarto,40,alimentos,helado chocolate 1l,3,1215,3645,tarjeta_debito,7
24,villa maria,40,alimentos,helado chocolate 1l,3,1215,3645,tarjeta_credito,4
84,cordoba,45,alimentos,fideos spaghetti 500g,5,745,3725,tarjeta_credito,1
39,alta gracia,41,alimentos,aceite de girasol 1l,1,860,860,efectivo,3
33,rio cuarto,7,alimentos,jugo de manzana 1l,2,3269,6538,efectivo,5
77,villa maria,24,alimentos,galletitas chocolate,4,1305,5220,tarjeta_credito,12
37,mendiolaza,73,alimentos,gin 700ml,1,1561,1561,efectivo,12
15,cordoba,89,alimentos,caldo concentrado verdura,1,1003,1003,efectivo,12
46,alta gracia,82,alimentos,aceitunas negras 200g,5,2394,11970,tarjeta_credito,2
83,rio cuarto,71,alimentos,vodka 700ml,3,508,1524,tarjeta_debito,2
60,alta gracia,93,higiene personal,cepillo de dientes,5,2142,10710,tarjeta_credito,7
93,alta gracia,47,alimentos,garbanzos 500g,4,2939,11756,tarjeta_credito,6
16,rio cuarto,87,alimentos,sopa instantánea pollo,4,1679,6716,transferencia,9
36,mendiolaza,96,limpieza,suavizante 1l,2,4920,9840,efectivo,3
93,alta gracia,53,limpieza,lavandina 1l,4,1664,6656,tarjeta_credito,5
25,rio cuarto,11,alimentos,café molido 250g,3,2053,6159,tarjeta_debito,10
41,alta gracia,62,alimentos,stevia 100 sobres,2,3848,7696,tarjeta_debito,4
42,alta gracia,74,alimentos,whisky 750ml,1,2953,2953,tarjeta_debito,11
1,carlos paz,31,alimentos,mix de frutos secos 200g,3,3409,10227,tarjeta_credito,10
74,carlos paz,27,alimentos,alfajor simple,2,2502,5004,tarjeta_debito,1
8,carlos paz,55,higiene personal,shampoo 400ml,5,1407,7035,tarjeta_credito,7
9,carlos paz,68,alimentos,vino blanco 750ml,1,2684,2684,tarjeta_credito,3
47,alta gracia,50,alimentos,azúcar 1kg,4,727,2908,tarjeta_credito,12
91,mendiolaza,61,alimentos,miel pura 250g,3,4982,14946,transferencia,10
94,mendiolaza,38,alimentos,mermelada de frutilla 400g,1,1584,1584,tarjeta_credito,9
96,cordoba,53,limpieza,lavandina 1l,2,1664,3328,tarjeta_debito,10
15,cordoba,76,alimentos,pizza congelada muzzarella,5,4286,21430,tarjeta_credito,11
47,alta gracia,48,alimentos,porotos negros 500g,4,4462,17848,efectivo,7
26,alta gracia,1,alimentos,coca cola 1.5l,1,2347,2347,efectivo,9
78,villa maria,97,limpieza,limpiavidrios 500ml,3,872,2616,transferencia,10
82,alta gracia,31,alimentos,mix de frutos secos 200g,2,3409,6818,tarjeta_credito,6
47,alta gracia,15,alimentos,leche descremada 1l,5,2538,12690,efectivo,3
22,alta gracia,63,alimentos,granola 250g,5,4337,21685,tarjeta_debito,4
38,alta gracia,72,alimentos,ron 700ml,2,3876,7752,efectivo,1
76,mendiolaza,96,limpieza,suavizante 1l,1,4920,4920,efectivo,4
70,carlos paz,50,alimentos,azúcar 1kg,4,727,2908,transferencia,12
3,rio cuarto,67,alimentos,vino tinto malbec 750ml,5,4719,23595,tarjeta_debito,2
27,rio cuarto,77,alimentos,empanadas congeladas,5,4778,23890,tarjeta_debito,1
65,alta gracia,42,alimentos,vinagre de alcohol 500ml,4,1195,4780,tarjeta_debito,5
73,alta gracia,87,alimentos,sopa instantánea pollo,1,1679,1679,tarjeta_credito,5
45,rio cuarto,46,alimentos,lentejas secas 500g,3,3036,9108,tarjeta_credito,9
88,villa maria,1,alimentos,coca cola 1.5l,5,2347,11735,tarjeta_debito,6
23,rio cuarto,70,alimentos,fernet 750ml,1,4061,4061,efectivo,9
37,mendiolaza,75,alimentos,licor de café 700ml,5,3204,16020,transferencia,1
4,carlos paz,64,alimentos,avena instantánea 250g,4,3953,15812,tarjeta_debito,12
100,cordoba,54,higiene personal,jabón de tocador,5,1592,7960,transferencia,5
13,carlos paz,27,alimentos,alfajor simple,3,2502,7506,transferencia,8
76,mendiolaza,86,alimentos,jugo en polvo limón,1,4090,4090,efectivo,7
22,alta gracia,43,alimentos,salsa de tomate 500g,5,887,4435,tarjeta_credito,1
37,mendiolaza,89,alimentos,caldo concentrado verdura,5,1003,5015,tarjeta_credito,1
